1.000000000000000062e-09,1.144642809250400167e-03
3.162277660168379522e-09,1.158116594584313692e-03
1.000000000000000021e-08,1.201370669248935348e-03
3.162277660168379191e-08,1.344673117472085450e-03
9.999999999999999547e-08,1.864676405226265311e-03
3.162277660168379191e-07,4.208062985989744105e-03
9.999999999999999547e-07,1.814318323920583939e-02
3.162277660168379191e-06,8.502107370841636980e-02
1.000000000000000082e-05,1.927824364634851961e-01
3.162277660168379530e-05,2.391681882131748149e-01
1.000000000000000048e-04,2.480249631340497862e-01
3.162277660168379394e-04,2.494441662194707976e-01
1.000000000000000021e-03,2.497176826247166359e-01
3.162277660168379394e-03,2.497853484280271597e-01
1.000000000000000021e-02,2.498048211567501509e-01
3.162277660168379134e-02,2.498107851170680571e-01
1.000000000000000056e-01,2.498126516584095458e-01
3.162277660168379412e-01,2.498132399664032832e-01
1.000000000000000000e+00,2.498134258112625627e-01
