0.000000000000000000e+00,3.709362688988707690e-01,1.819097739942356629e-01,7.537244903181956890e-02,4.104260663579598761e-02,3.129610645018357507e-02,2.839665250105667324e-02,2.750068037287973013e-02,2.721952717564817339e-02,2.713083929010655371e-02,2.710281586168106216e-02,2.709395629262544361e-02,2.709115487269358677e-02,2.709026900810952362e-02
1.000000000000000000e+00,3.678667761235960842e-01,3.100187249339170226e-01,1.948614076130393280e-01,1.310549763379359189e-01,1.084178992958990256e-01,1.011342238326268378e-01,9.882491962929380869e-02,9.809429418376941490e-02,9.786322219517749887e-02,9.779014827954822520e-02,9.776704003292292777e-02,9.775973253942103758e-02,9.775742170465459568e-02
2.000000000000000000e+00,1.824113416804521715e-01,2.641738475599921809e-01,2.518889107670168603e-01,2.092387427454123205e-01,1.877939817600977335e-01,1.800939605442449243e-01,1.775658748677296506e-01,1.767571216303238379e-01,1.765004420986541200e-01,1.764191800095653573e-01,1.763934733924554243e-01,1.763853433175719132e-01,1.763827722692770938e-01
3.000000000000000000e+00,6.030063007100391198e-02,1.500722722464066516e-01,2.170705978319075191e-01,2.227098514381646854e-01,2.168558255561398307e-01,2.138005869519090107e-01,2.126969596724817002e-01,2.123336551291926388e-01,2.122173196579084098e-01,2.121803857397130677e-01,2.121686916502539544e-01,2.121649921980031384e-01,2.121638221828181792e-01
4.000000000000000000e+00,1.495041078639407391e-02,6.393995972316603160e-02,1.402988850311618907e-01,1.777861879574053061e-01,1.878113264208997601e-01,1.903618429631517561e-01,1.910839991958631079e-01,1.913031028877714979e-01,1.913714360738574261e-01,1.913929487012655806e-01,1.913997419412425682e-01,1.914018891864512073e-01,1.914025681083895702e-01
5.000000000000000000e+00,2.965339266521631583e-03,2.179386445318773693e-02,7.254331940884842234e-02,1.135393999836663004e-01,1.301255126221038116e-01,1.355941319823550373e-01,1.373337721607634510e-01,1.378844146104760138e-01,1.380585773263231786e-01,1.381136552650130689e-01,1.381310727053461362e-01,1.381365806096915561e-01,1.381383223645696323e-01
6.000000000000000000e+00,4.901335204769991915e-04,6.190345467064690618e-03,3.125787011591561054e-02,6.042461967358365299e-02,7.513146907346221481e-02,8.048605549418168248e-02,8.225250437536726911e-02,8.281845016921986213e-02,8.299815254740318393e-02,8.305505288161789401e-02,8.307305369211265278e-02,8.307874678268220570e-02,8.308054716944233975e-02
7.000000000000000000e+00,6.943966742906036694e-05,1.507123140115962205e-03,1.154448465683771859e-02,2.756350656290102938e-02,3.718215172012602487e-02,4.094997138659665220e-02,4.222543392687409108e-02,4.263754873119919575e-02,4.276876086962605461e-02,4.281034317672539197e-02,4.282350160759737512e-02,4.282766356426219445e-02,4.282897978007929596e-02
8.000000000000000000e+00,8.608131886128586008e-06,3.210632831581328585e-04,3.730763958341127163e-03,1.100178264884189676e-02,1.610108747558684078e-02,1.823033354018409671e-02,1.896737215932026155e-02,1.920725983557361807e-02,1.928381528876483772e-02,1.930809435316485287e-02,1.931577909295342788e-02,1.931820992407503809e-02,1.931897869068776794e-02
9.000000000000000000e+00,9.485444119292634968e-07,6.079670247889529695e-05,1.071688256463041236e-03,3.903364719696971168e-03,6.197597644228502144e-03,7.214115712045892845e-03,7.573344060374006224e-03,7.691057741241630850e-03,7.728705085570386490e-03,7.740652891843884977e-03,7.744435398769381265e-03,7.745631960741374694e-03,7.746010389698119482e-03
